"...1","...2","Name","ID","Website","Email Address","Non Primary E-mails","Office Phone","Alternate Phone","Fax","Billing Street","Billing City","Billing State","Billing Postal Code","Billing Country","Shipping Street","Shipping City","Shipping State","Shipping Postal Code","Shipping Country","Description","Type","Industry","Annual Revenue","Employees","SIC Code","Ticker Symbol","Parent Account ID","Ownership","Campaign ID","Rating","Assigned to","Assigned User","Date Created","Date Modified","Modified By","Created By","Deleted","Geocode Status","Longitude","Address","Latitude"
613,613,"Nunc Commodo Auctor Limited","001i0000008rEu1AAE",NA,NA,NA,NA,NA,NA,"6410 SE Milwaukie Ave, Portland, OR 97202-5518","Portland","Oregon",NA,NA,"6410 SE Milwaukie Ave, Portland, OR 97202-5518","Portland","Oregon",NA,NA,NA,"Gold","Publishing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-07,NA,NA,NA,TRUE,NA,NA,NA,NA
614,614,"Orci Ut Sagittis Corp.","001i0000008rEUAAA2",NA,NA,NA,NA,NA,NA,"835 Museum Cir, Jacksonville, FL 32207-9003","Jacksonville","Florida",NA,NA,"835 Museum Cir, Jacksonville, FL 32207-9003","Jacksonville","Florida",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-08-06,NA,NA,NA,TRUE,NA,NA,NA,NA
615,615,"Orci Ut Sagittis Corp.","001i0000008rEUAAA2",NA,NA,NA,NA,NA,NA,"835 Museum Cir, Jacksonville, FL 32207-9003","Jacksonville","Florida",NA,NA,"835 Museum Cir, Jacksonville, FL 32207-9003","Jacksonville","Florida",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-25,NA,NA,NA,TRUE,NA,NA,NA,NA
616,616,"Orci Ut Sagittis Corp.","001i0000008rEUAAA2",NA,NA,NA,NA,NA,NA,"835 Museum Cir, Jacksonville, FL 32207-9003","Jacksonville","Florida",NA,NA,"835 Museum Cir, Jacksonville, FL 32207-9003","Jacksonville","Florida",NA,NA,NA,"Gold","Insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-22,NA,NA,NA,TRUE,NA,NA,NA,NA
617,617,"Nunc Quis Arcu Consulting","001i0000008rEUIAA2",NA,NA,NA,NA,NA,NA,"128 W Main St, West Dundee, IL 60118-2017","West Dundee","Illinois",NA,NA,"128 W Main St, West Dundee, IL 60118-2017","West Dundee","Illinois",NA,NA,NA,"Gold","Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-29,NA,NA,NA,TRUE,NA,NA,NA,NA
618,618,"Nunc Quis Arcu Consulting","001i0000008rEUIAA2",NA,NA,NA,NA,NA,NA,"128 W Main St, West Dundee, IL 60118-2017","West Dundee","Illinois",NA,NA,"128 W Main St, West Dundee, IL 60118-2017","West Dundee","Illinois",NA,NA,NA,"Gold","Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-22,NA,NA,NA,TRUE,NA,NA,NA,NA
619,619,"Ante Vivamus Institute","001i0000008rEuLAAU",NA,NA,NA,NA,NA,NA,"719 Virginia Ave #105, Indianapolis, IN 46203-1793","Indianapolis","Indiana",NA,NA,"719 Virginia Ave #105, Indianapolis, IN 46203-1793","Indianapolis","Indiana",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-26,NA,NA,NA,TRUE,NA,NA,NA,NA
620,620,"Ante Vivamus Institute","001i0000008rEuLAAU",NA,NA,NA,NA,NA,NA,"719 Virginia Ave #105, Indianapolis, IN 46203-1793","Indianapolis","Indiana",NA,NA,"719 Virginia Ave #105, Indianapolis, IN 46203-1793","Indianapolis","Indiana",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-03-01,NA,NA,NA,TRUE,NA,NA,NA,NA
621,621,"Ante Vivamus Institute","001i0000008rEuLAAU",NA,NA,NA,NA,NA,NA,"719 Virginia Ave #105, Indianapolis, IN 46203-1793","Indianapolis","Indiana",NA,NA,"719 Virginia Ave #105, Indianapolis, IN 46203-1793","Indianapolis","Indiana",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-12-17,NA,NA,NA,TRUE,NA,NA,NA,NA
622,622,"Ante Vivamus Institute","001i0000008rEuLAAU",NA,NA,NA,NA,NA,NA,"719 Virginia Ave #105, Indianapolis, IN 46203-1793","Indianapolis","Indiana",NA,NA,"719 Virginia Ave #105, Indianapolis, IN 46203-1793","Indianapolis","Indiana",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-08,NA,NA,NA,TRUE,NA,NA,NA,NA
623,623,"Cursus Et Eros PC","001i0000008rEumAAE",NA,NA,NA,NA,NA,NA,"661 Howard St, San Francisco, CA 94105-3915","San Francisco","California",NA,NA,"661 Howard St, San Francisco, CA 94105-3915","San Francisco","California",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-28,NA,NA,NA,TRUE,NA,NA,NA,NA
624,624,"Cursus Et Eros PC","001i0000008rEumAAE",NA,NA,NA,NA,NA,NA,"661 Howard St, San Francisco, CA 94105-3915","San Francisco","California",NA,NA,"661 Howard St, San Francisco, CA 94105-3915","San Francisco","California",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-09,NA,NA,NA,TRUE,NA,NA,NA,NA
625,625,"Lacinia Vitae Sodales Corporation","001i0000008rEUNAA2",NA,NA,NA,NA,NA,NA,"241 S Broadway St, Santa Maria, CA 93455-4657","Santa Maria","California",NA,NA,"241 S Broadway St, Santa Maria, CA 93455-4657","Santa Maria","California",NA,NA,NA,"Gold","Financial Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-22,NA,NA,NA,TRUE,NA,NA,NA,NA
626,626,"Orci Lobortis Augue Company","001i0000008rEunAAE",NA,NA,NA,NA,NA,NA,"1411 NW Flanders St, Portland, OR 97209-2620","Portland","Oregon",NA,NA,"1411 NW Flanders St, Portland, OR 97209-2620","Portland","Oregon",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-09,NA,NA,NA,TRUE,NA,NA,NA,NA
627,627,"Purus Nullam Scelerisque Limited","001i0000008rEUrAAM",NA,NA,NA,NA,NA,NA,"735 W Lancaster Blvd, Lancaster, CA 93534-3118","Lancaster","California",NA,NA,"735 W Lancaster Blvd, Lancaster, CA 93534-3118","Lancaster","California",NA,NA,NA,"Platinum","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-23,NA,NA,NA,TRUE,NA,NA,NA,NA
628,628,"Mauris Sapien LLP","001i0000008rEuTAAU",NA,NA,NA,NA,NA,NA,"6186 Mt Baker Hwy, Deming, WA 98244-9501","Deming","Washington",NA,NA,"6186 Mt Baker Hwy, Deming, WA 98244-9501","Deming","Washington",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-08,NA,NA,NA,TRUE,NA,NA,NA,NA
629,629,"Magna Company","001i0000008rEuvAAE",NA,NA,NA,NA,NA,NA,"514 S 11th St, Omaha, NE 68102-2808","Omaha","Nebraska",NA,NA,"514 S 11th St, Omaha, NE 68102-2808","Omaha","Nebraska",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-12-11,NA,NA,NA,TRUE,NA,NA,NA,NA
630,630,"Magna Company","001i0000008rEuvAAE",NA,NA,NA,NA,NA,NA,"514 S 11th St, Omaha, NE 68102-2808","Omaha","Nebraska",NA,NA,"514 S 11th St, Omaha, NE 68102-2808","Omaha","Nebraska",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-10,NA,NA,NA,TRUE,NA,NA,NA,NA
631,631,"LuthorCorp","001i0000008rEuZAAU",NA,NA,NA,NA,NA,NA,"1305 W Oltorf St Ste B, Austin, TX 78704-5362","Austin","Texas",NA,NA,"1305 W Oltorf St Ste B, Austin, TX 78704-5362","Austin","Texas",NA,NA,NA,"Gold","Automotives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-12-25,NA,NA,NA,TRUE,NA,NA,NA,NA
632,632,"LuthorCorp","001i0000008rEuZAAU",NA,NA,NA,NA,NA,NA,"1305 W Oltorf St Ste B, Austin, TX 78704-5362","Austin","Texas",NA,NA,"1305 W Oltorf St Ste B, Austin, TX 78704-5362","Austin","Texas",NA,NA,NA,"Gold","Automotives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-09,NA,NA,NA,TRUE,NA,NA,NA,NA
633,633,"Chasers","001i0000008rEvcAAE",NA,NA,NA,NA,NA,NA,"44 N Main St, Warsaw, NY 14569-1326","Warsaw","New York",NA,NA,"44 N Main St, Warsaw, NY 14569-1326","Warsaw","New York",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-12-05,NA,NA,NA,TRUE,NA,NA,NA,NA
634,634,"Chasers","001i0000008rEvcAAE",NA,NA,NA,NA,NA,NA,"44 N Main St, Warsaw, NY 14569-1326","Warsaw","New York",NA,NA,"44 N Main St, Warsaw, NY 14569-1326","Warsaw","New York",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-29,NA,NA,NA,TRUE,NA,NA,NA,NA
635,635,"Chasers","001i0000008rEvcAAE",NA,NA,NA,NA,NA,NA,"44 N Main St, Warsaw, NY 14569-1326","Warsaw","New York",NA,NA,"44 N Main St, Warsaw, NY 14569-1326","Warsaw","New York",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-12-15,NA,NA,NA,TRUE,NA,NA,NA,NA
636,636,"Chasers","001i0000008rEvcAAE",NA,NA,NA,NA,NA,NA,"44 N Main St, Warsaw, NY 14569-1326","Warsaw","New York",NA,NA,"44 N Main St, Warsaw, NY 14569-1326","Warsaw","New York",NA,NA,NA,"Gold","Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-14,NA,NA,NA,TRUE,NA,NA,NA,NA
637,637,"In Incorporated","001i0000008rEVdAAM",NA,NA,NA,NA,NA,NA,"1250 Lincoln Ave, Calistoga, CA 94515-1741","Calistoga","California",NA,NA,"1250 Lincoln Ave, Calistoga, CA 94515-1741","Calistoga","California",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-27,NA,NA,NA,TRUE,NA,NA,NA,NA
638,638,"Enim PC","001i0000008rEVFAA2",NA,NA,NA,NA,NA,NA,"97 Nassau Ave, Brooklyn, NY 11222","Brooklyn","New York",NA,NA,"97 Nassau Ave, Brooklyn, NY 11222","Brooklyn","New York",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-03-29,NA,NA,NA,TRUE,NA,NA,NA,NA
639,639,"Enim PC","001i0000008rEVFAA2",NA,NA,NA,NA,NA,NA,"97 Nassau Ave, Brooklyn, NY 11222","Brooklyn","New York",NA,NA,"97 Nassau Ave, Brooklyn, NY 11222","Brooklyn","New York",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-09-16,NA,NA,NA,TRUE,NA,NA,NA,NA
640,640,"Enim PC","001i0000008rEVFAA2",NA,NA,NA,NA,NA,NA,"97 Nassau Ave, Brooklyn, NY 11222","Brooklyn","New York",NA,NA,"97 Nassau Ave, Brooklyn, NY 11222","Brooklyn","New York",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-09-15,NA,NA,NA,TRUE,NA,NA,NA,NA
641,641,"Enim PC","001i0000008rEVFAA2",NA,NA,NA,NA,NA,NA,"97 Nassau Ave, Brooklyn, NY 11222","Brooklyn","New York",NA,NA,"97 Nassau Ave, Brooklyn, NY 11222","Brooklyn","New York",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-17,NA,NA,NA,TRUE,NA,NA,NA,NA
642,642,"Enim PC","001i0000008rEVFAA2",NA,NA,NA,NA,NA,NA,"97 Nassau Ave, Brooklyn, NY 11222","Brooklyn","New York",NA,NA,"97 Nassau Ave, Brooklyn, NY 11222","Brooklyn","New York",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-26,NA,NA,NA,TRUE,NA,NA,NA,NA
643,643,"A PC","001i0000008rEVmAAM",NA,NA,NA,NA,NA,NA,"5810 Bond St # E-2, Cumming, GA 30040-0301","Cumming","Georgia",NA,NA,"5810 Bond St # E-2, Cumming, GA 30040-0301","Cumming","Georgia",NA,NA,NA,"Gold","Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-07,NA,NA,NA,TRUE,NA,NA,NA,NA
644,644,"A PC","001i0000008rEVmAAM",NA,NA,NA,NA,NA,NA,"5810 Bond St # E-2, Cumming, GA 30040-0301","Cumming","Georgia",NA,NA,"5810 Bond St # E-2, Cumming, GA 30040-0301","Cumming","Georgia",NA,NA,NA,"Gold","Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-07-09,NA,NA,NA,TRUE,NA,NA,NA,NA
645,645,"A PC","001i0000008rEVmAAM",NA,NA,NA,NA,NA,NA,"5810 Bond St # E-2, Cumming, GA 30040-0301","Cumming","Georgia",NA,NA,"5810 Bond St # E-2, Cumming, GA 30040-0301","Cumming","Georgia",NA,NA,NA,"Gold","Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-27,NA,NA,NA,TRUE,NA,NA,NA,NA
646,646,"Pharetra PC","001i0000008rEVoAAM",NA,NA,NA,NA,NA,NA,"2 Central Ave, Whitefish, MT 59937-2547","Whitefish","Montana",NA,NA,"2 Central Ave, Whitefish, MT 59937-2547","Whitefish","Montana",NA,NA,NA,"Gold","Wholesale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-28,NA,NA,NA,TRUE,NA,NA,NA,NA
647,647,"Pharetra PC","001i0000008rEVoAAM",NA,NA,NA,NA,NA,NA,"2 Central Ave, Whitefish, MT 59937-2547","Whitefish","Montana",NA,NA,"2 Central Ave, Whitefish, MT 59937-2547","Whitefish","Montana",NA,NA,NA,"Gold","Wholesale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-27,NA,NA,NA,TRUE,NA,NA,NA,NA
648,648,"Nulla Dignissim Maecenas Foundation","001i0000008rEVTAA2",NA,NA,NA,NA,NA,NA,"15801 1st St, Irwindale, CA 91706-2069","Irwindale","California",NA,NA,"15801 1st St, Irwindale, CA 91706-2069","Irwindale","California",NA,NA,NA,"Gold","Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-07-01,NA,NA,NA,TRUE,NA,NA,NA,NA
649,649,"Nulla Dignissim Maecenas Foundation","001i0000008rEVTAA2",NA,NA,NA,NA,NA,NA,"15801 1st St, Irwindale, CA 91706-2069","Irwindale","California",NA,NA,"15801 1st St, Irwindale, CA 91706-2069","Irwindale","California",NA,NA,NA,"Gold","Manufacturing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-26,NA,NA,NA,TRUE,NA,NA,NA,NA
650,650,"Demo Company","001i0000008rEwEAAU",NA,NA,NA,NA,NA,NA,"412 NW 5th Ave, Portland, OR 97209-3816","Portland","Oregon",NA,NA,"412 NW 5th Ave, Portland, OR 97209-3816","Portland","Oregon",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-14,NA,NA,NA,TRUE,NA,NA,NA,NA
651,651,"Aliquet Consulting","001i0000008rEwYAAU",NA,NA,NA,NA,NA,NA,"1765 West Third Ave, Columbus, OH 43212-2769","Columbus","Ohio",NA,NA,"1765 West Third Ave, Columbus, OH 43212-2769","Columbus","Ohio",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-01,NA,NA,NA,TRUE,NA,NA,NA,NA
652,652,"Aliquet Consulting","001i0000008rEwYAAU",NA,NA,NA,NA,NA,NA,"1765 West Third Ave, Columbus, OH 43212-2769","Columbus","Ohio",NA,NA,"1765 West Third Ave, Columbus, OH 43212-2769","Columbus","Ohio",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-03-31,NA,NA,NA,TRUE,NA,NA,NA,NA
653,653,"Aliquet Consulting","001i0000008rEwYAAU",NA,NA,NA,NA,NA,NA,"1765 West Third Ave, Columbus, OH 43212-2769","Columbus","Ohio",NA,NA,"1765 West Third Ave, Columbus, OH 43212-2769","Columbus","Ohio",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-08-11,NA,NA,NA,TRUE,NA,NA,NA,NA
654,654,"Aliquet Consulting","001i0000008rEwYAAU",NA,NA,NA,NA,NA,NA,"1765 West Third Ave, Columbus, OH 43212-2769","Columbus","Ohio",NA,NA,"1765 West Third Ave, Columbus, OH 43212-2769","Columbus","Ohio",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-11-27,NA,NA,NA,TRUE,NA,NA,NA,NA
655,655,"Aliquet Consulting","001i0000008rEwYAAU",NA,NA,NA,NA,NA,NA,"1765 West Third Ave, Columbus, OH 43212-2769","Columbus","Ohio",NA,NA,"1765 West Third Ave, Columbus, OH 43212-2769","Columbus","Ohio",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-12-29,NA,NA,NA,TRUE,NA,NA,NA,NA
656,656,"Aliquet Consulting","001i0000008rEwYAAU",NA,NA,NA,NA,NA,NA,"1765 West Third Ave, Columbus, OH 43212-2769","Columbus","Ohio",NA,NA,"1765 West Third Ave, Columbus, OH 43212-2769","Columbus","Ohio",NA,NA,NA,"Gold","Retail",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-15,NA,NA,NA,TRUE,NA,NA,NA,NA
657,657,"Lorem Luctus Ut Corp.","001i0000008rExFAAU",NA,NA,NA,NA,NA,NA,"1411 Old West Main St, Red Wing, MN 55066-2162","Red Wing","Minnesota",NA,NA,"1411 Old West Main St, Red Wing, MN 55066-2162","Red Wing","Minnesota",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-08-19,NA,NA,NA,TRUE,NA,NA,NA,NA
658,658,"Lorem Luctus Ut Corp.","001i0000008rExFAAU",NA,NA,NA,NA,NA,NA,"1411 Old West Main St, Red Wing, MN 55066-2162","Red Wing","Minnesota",NA,NA,"1411 Old West Main St, Red Wing, MN 55066-2162","Red Wing","Minnesota",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-29,NA,NA,NA,TRUE,NA,NA,NA,NA
659,659,"Lorem Luctus Ut Corp.","001i0000008rExFAAU",NA,NA,NA,NA,NA,NA,"1411 Old West Main St, Red Wing, MN 55066-2162","Red Wing","Minnesota",NA,NA,"1411 Old West Main St, Red Wing, MN 55066-2162","Red Wing","Minnesota",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-12-17,NA,NA,NA,TRUE,NA,NA,NA,NA
660,660,"Lorem Luctus Ut Corp.","001i0000008rExFAAU",NA,NA,NA,NA,NA,NA,"1411 Old West Main St, Red Wing, MN 55066-2162","Red Wing","Minnesota",NA,NA,"1411 Old West Main St, Red Wing, MN 55066-2162","Red Wing","Minnesota",NA,NA,NA,"Gold","Agriculture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-16,NA,NA,NA,TRUE,NA,NA,NA,NA
661,661,"Corellian Engineering Corporation","001i0000008rExnAAE",NA,NA,NA,NA,NA,NA,"120 Walton St, Syracuse, NY 13202-1571","Syracuse","New York",NA,NA,"120 Walton St, Syracuse, NY 13202-1571","Syracuse","New York",NA,NA,NA,"Gold","Computer Hardware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-11-06,NA,NA,NA,TRUE,NA,NA,NA,NA
662,662,"Corellian Engineering Corporation","001i0000008rExnAAE",NA,NA,NA,NA,NA,NA,"120 Walton St, Syracuse, NY 13202-1571","Syracuse","New York",NA,NA,"120 Walton St, Syracuse, NY 13202-1571","Syracuse","New York",NA,NA,NA,"Gold","Computer Hardware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10,NA,NA,NA,TRUE,NA,NA,NA,NA
663,663,"Corellian Engineering Corporation","001i0000008rExnAAE",NA,NA,NA,NA,NA,NA,"120 Walton St, Syracuse, NY 13202-1571","Syracuse","New York",NA,NA,"120 Walton St, Syracuse, NY 13202-1571","Syracuse","New York",NA,NA,NA,"Gold","Computer Hardware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-03-27,NA,NA,NA,TRUE,NA,NA,NA,NA
664,664,"Corellian Engineering Corporation","001i0000008rExnAAE",NA,NA,NA,NA,NA,NA,"120 Walton St, Syracuse, NY 13202-1571","Syracuse","New York",NA,NA,"120 Walton St, Syracuse, NY 13202-1571","Syracuse","New York",NA,NA,NA,"Gold","Computer Hardware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-12-22,NA,NA,NA,TRUE,NA,NA,NA,NA
665,665,"Corellian Engineering Corporation","001i0000008rExnAAE",NA,NA,NA,NA,NA,NA,"120 Walton St, Syracuse, NY 13202-1571","Syracuse","New York",NA,NA,"120 Walton St, Syracuse, NY 13202-1571","Syracuse","New York",NA,NA,NA,"Gold","Computer Hardware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-19,NA,NA,NA,TRUE,NA,NA,NA,NA
666,666,"Porta Foundation","001i0000008rExOAAU",NA,NA,NA,NA,NA,NA,"219 E Main St, Visalia, CA 93291-6355","Visalia","California",NA,NA,"219 E Main St, Visalia, CA 93291-6355","Visalia","California",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-16,NA,NA,NA,TRUE,NA,NA,NA,NA
667,667,"Porta Foundation","001i0000008rExOAAU",NA,NA,NA,NA,NA,NA,"219 E Main St, Visalia, CA 93291-6355","Visalia","California",NA,NA,"219 E Main St, Visalia, CA 93291-6355","Visalia","California",NA,NA,NA,"Gold","Technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-16,NA,NA,NA,TRUE,NA,NA,NA,NA
668,668,"Duis Cursus Diam Incorporated","001i0000008rEXSAA2",NA,NA,NA,NA,NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-06-05,NA,NA,NA,TRUE,NA,NA,NA,NA
669,669,"Duis Cursus Diam Incorporated","001i0000008rEXSAA2",NA,NA,NA,NA,NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-10-06,NA,NA,NA,TRUE,NA,NA,NA,NA
670,670,"Duis Cursus Diam Incorporated","001i0000008rEXSAA2",NA,NA,NA,NA,NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-05-26,NA,NA,NA,TRUE,NA,NA,NA,NA
671,671,"Duis Cursus Diam Incorporated","001i0000008rEXSAA2",NA,NA,NA,NA,NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-10-06,NA,NA,NA,TRUE,NA,NA,NA,NA
672,672,"Duis Cursus Diam Incorporated","001i0000008rEXSAA2",NA,NA,NA,NA,NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-19,NA,NA,NA,TRUE,NA,NA,NA,NA
673,673,"Duis Cursus Diam Incorporated","001i0000008rEXSAA2",NA,NA,NA,NA,NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-23,NA,NA,NA,TRUE,NA,NA,NA,NA
674,674,"Duis Cursus Diam Incorporated","001i0000008rEXSAA2",NA,NA,NA,NA,NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-11-18,NA,NA,NA,TRUE,NA,NA,NA,NA
675,675,"Duis Cursus Diam Incorporated","001i0000008rEXSAA2",NA,NA,NA,NA,NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-11-16,NA,NA,NA,TRUE,NA,NA,NA,NA
676,676,"Duis Cursus Diam Incorporated","001i0000008rEXSAA2",NA,NA,NA,NA,NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-06,NA,NA,NA,TRUE,NA,NA,NA,NA
677,677,"Duis Cursus Diam Incorporated","001i0000008rEXSAA2",NA,NA,NA,NA,NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-07,NA,NA,NA,TRUE,NA,NA,NA,NA
678,678,"Duis Cursus Diam Incorporated","001i0000008rEXSAA2",NA,NA,NA,NA,NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-06,NA,NA,NA,TRUE,NA,NA,NA,NA
679,679,"Duis Cursus Diam Incorporated","001i0000008rEXSAA2",NA,NA,NA,NA,NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,"6 Center Sq, Hanover, PA 17331","Hanover","Pennsylvania",NA,NA,NA,"Gold","Healthcare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-28,NA,NA,NA,TRUE,NA,NA,NA,NA
