"Name","ID","Website","Email Address","Non Primary E-mails","Office Phone","Alternate Phone","Fax","Billing Street","Billing City","Billing State","Billing Postal Code","Billing Country","Shipping Street","Shipping City","Shipping State","Shipping Postal Code","Shipping Country","Description","Type","Industry","Annual Revenue","Employees","SIC Code","Ticker Symbol","Parent Account ID","Ownership","Campaign ID","Rating","Assigned to","Assigned User","Date Created","Date Modified","Modified By","Created By","Deleted","Geocode Status","Longitude","Address","Latitude"
"Egestas Urna Associates","001i0000008rEgdAAE","","","","","","","222 Broad St, Chattanooga, TN 37402-1009","Chattanooga","Tennessee","","","222 Broad St, Chattanooga, TN 37402-1009","Chattanooga","Tennessee","","","","Other","Healthcare","","","","","","","","","","","2012-10-27 00:00:00","","","",0,"",-85.310348,"",35.054002
"Eget Institute","001i0000008rF2WAAU","","","","","","","56 S Union St, Rochester, NY 14607-1839","Rochester","New York","","","56 S Union St, Rochester, NY 14607-1839","Rochester","New York","","","","Other","Finance","","","","","","","","","","","2011-12-12 00:00:00","","","",0,"",-77.597552,"",43.153378
"Eget Ipsum Donec Inc.","001i0000008rG5TAAU","","","","","","","161 E Front St, Traverse City, MI 49684-5779","Traverse City","Michigan","","","161 E Front St, Traverse City, MI 49684-5779","Traverse City","Michigan","","","","Other","Manufacturing","","","","","","","","","","","2013-05-18 00:00:00","","","",0,"",-85.621241,"",44.764299
"Eget Laoreet Consulting","001i0000008rDEyAAM","","","","","","","58 Front St, Berea, OH 44017-1911","Berea","Ohio","","","58 Front St, Berea, OH 44017-1911","Berea","Ohio","","","","Other","Manufacturing","","","","","","","","","","","2012-12-17 00:00:00","","","",0,"",-81.852654,"",41.366911
"Eget Metus Eu Industries","001i0000008rFuzAAE","","","","","","","29115 Old Town Front St, Temecula, CA 92590-2812","Temecula","California","","","29115 Old Town Front St, Temecula, CA 92590-2812","Temecula","California","","","","Other","Utilities","","","","","","","","","","","2014-08-25 00:00:00","","","",0,"",-117.143148,"",33.482061
"Eget Metus LLP","001i0000008rEPzAAM","","","","","","","472 E Main St, Ventura, CA 93001-2627","Ventura","California","","","472 E Main St, Ventura, CA 93001-2627","Ventura","California","","","","Other","Technology","","","","","","","","","","","2014-09-09 00:00:00","","","",0,"",-119.29358,"",34.280575
"Eget Mollis Lectus Inc.","001i0000008rFP1AAM","","","","","","","127 E Aspen Ave, Fruita, CO 81521-2543","Fruita","Colorado","","","127 E Aspen Ave, Fruita, CO 81521-2543","Fruita","Colorado","","","","Other","Hospitality","","","","","","","","","","","2014-03-23 00:00:00","","","",0,"",-108.732678,"",39.159159
"Eget Tincidunt Dui Company","001i0000008rGDyAAM","","","","","","","1466 Garden of The Gods Rd Ste 184, Colorado Springs, CO 80907-9464","Colorado Springs","Colorado","","","1466 Garden of The Gods Rd Ste 184, Colorado Springs, CO 80907-9464","Colorado Springs","Colorado","","","","Other","Shipping","","","","","","","","","","","2014-02-15 00:00:00","","","",0,"",-104.854442,"",38.89742
"Eleifend Company","001i0000008rF19AAE","","","","","","","204 Valley St, Williamsport, PA 17702-6738","Williamsport","Pennsylvania","","","204 Valley St, Williamsport, PA 17702-6738","Williamsport","Pennsylvania","","","","Other","Engineering","","","","","","","","","","","2012-02-28 00:00:00","","","",0,"",-77.03692,"",41.222514
"Eleifend Egestas LLP","001i0000008rFM8AAM","","","","","","","413 Main St, Canon City, CO 81212-3733","Canon City","Colorado","","","413 Main St, Canon City, CO 81212-3733","Canon City","Colorado","","","","Other","Manufacturing","","","","","","","","","","","2014-02-26 00:00:00","","","",0,"",-105.241599,"",38.440458
"Elit Aliquam Ltd","001i0000008rDgFAAU","","","","","","","202 N Main St, Hailey, ID 83333-8413","Hailey","Idaho","","","202 N Main St, Hailey, ID 83333-8413","Hailey","Idaho","","","","Other","Technology","","","","","","","","","","","2014-03-31 00:00:00","","","",0,"",-114.316536,"",43.521175
"Elit Curabitur Inc.","001i0000008rEcDAAU","","","","","","","467 N High St, Columbus, OH 43215-2007","Columbus","Ohio","","","467 N High St, Columbus, OH 43215-2007","Columbus","Ohio","","","","Other","Technology","","","","","","","","","","","2012-12-09 00:00:00","","","",0,"",-83.002897,"",39.971915
"Elit Curabitur PC","001i0000008rFtzAAE","","","","","","","4435 Coastal Hwy, Ocean City, MD 21842-3243","Ocean City","Maryland","","","4435 Coastal Hwy, Ocean City, MD 21842-3243","Ocean City","Maryland","","","","Other","Entertainment","","","","","","","","","","","2012-05-15 00:00:00","","","",0,"",-75.070696,"",38.370734
"Elit Incorporated","001i0000008rEenAAE","","","","","","","34 W Main St, Fredonia, NY 14063-2136","Fredonia","New York","","","34 W Main St, Fredonia, NY 14063-2136","Fredonia","New York","","","","Other","Manufacturing","","","","","","","","","","","2011-12-02 00:00:00","","","",0,"",-79.332271,"",42.439181
"Elit Pellentesque A PC","001i0000008rEBmAAM","","","","","","","21 W Bay St, Savannah, GA 31401-1106","Savannah","Georgia","","","21 W Bay St, Savannah, GA 31401-1106","Savannah","Georgia","","","","Other","Telecommunications","","","","","","","","","","","2012-07-17 00:00:00","","","",0,"",-81.092081,"",32.080831
"Elit Pretium Et Consulting","001i0000008rFGmAAM","","","","","","","150 N Atlantic Ave, Cocoa Beach, FL 32931-2960","Cocoa Beach","Florida","","","150 N Atlantic Ave, Cocoa Beach, FL 32931-2960","Cocoa Beach","Florida","","","","Other","Healthcare","","","","","","","","","","","2012-09-01 00:00:00","","","",0,"",-80.609078,"",28.321354
"Elux India","001i0000008rG0AAAU","","","","","","","26 Front St, Bangor, ME 04401-6418","Bangor","Maine","","","26 Front St, Bangor, ME 04401-6418","Bangor","Maine","","","","Other","Other","","","","","","","","","","","2011-08-02 00:00:00","","","",0,"",-68.769833,"",44.796792
"Enim Commodo Foundation","001i0000008rFePAAU","","","","","","","91 S Royal Brougham Way, Seattle, WA 98134-1219","Seattle","Washington","","","91 S Royal Brougham Way, Seattle, WA 98134-1219","Seattle","Washington","","","","Other","Finance","","","","","","","","","","","2015-04-06 00:00:00","","","",0,"",-122.335183,"",47.5924
"Enim Consequat Purus LLP","001i0000008rF0LAAU","","","","","","","41 Center St, Rutland, VT 05701","Rutland","Vermont","","","41 Center St, Rutland, VT 05701","Rutland","Vermont","","","","Other","Technology","","","","","","","","","","","2011-06-19 00:00:00","","","",0,"",-72.97756,"",43.606701
"Enim Foundation","001i0000008rFW3AAM","","","","","","","3750 Hooker Rd Suite A, Roseburg, OR 97470-4501","Roseburg","Oregon","","","3750 Hooker Rd Suite A, Roseburg, OR 97470-4501","Roseburg","Oregon","","","","Other","Technology","","","","","","","","","","","2015-03-23 00:00:00","","","",0,"",-123.353161,"",43.254037
"Enim Industries","001i0000008rBUXAA2","","","","","","","417 River St, Troy, NY 12180-2822","Troy","New York","","","417 River St, Troy, NY 12180-2822","Troy","New York","","","","Other","Manufacturing","","","","","","","","","","","2011-10-11 00:00:00","","","",0,"",-73.688093,"",42.735884
"Enim Non Nisi Ltd","001i0000008rGEUAA2","","","","","","","404 S 3rd St, Mount Vernon, WA 98273-3824","Mount Vernon","Washington","","","404 S 3rd St, Mount Vernon, WA 98273-3824","Mount Vernon","Washington","","","","Other","Transportation","","","","","","","","","","","2015-02-17 00:00:00","","","",0,"",-122.335364,"",48.419283
"Enim PC","001i0000008rEVFAA2","","","","","","","97 Nassau Ave, Brooklyn, NY 11222","Brooklyn","New York","","","97 Nassau Ave, Brooklyn, NY 11222","Brooklyn","New York","","","","Other","Healthcare","","","","","","","","","","","2011-03-29 00:00:00","","","",0,"",-73.950365,"",40.724106
"Enim Suspendisse Ltd","001i0000008rENYAA2","","","","","","","3416 Adams Ave, San Diego, CA 92116-2428","San Diego","California","","","3416 Adams Ave, San Diego, CA 92116-2428","San Diego","California","","","","Other","Chemicals","","","","","","","","","","","2013-10-02 00:00:00","","","",0,"",-117.120301,"",32.763498
"Erat Etiam Incorporated","001i0000008rCLtAAM","","","","","","","2325 Endicott St, Saint Paul, MN 55114","Saint Paul","Minnesota","","","2325 Endicott St, Saint Paul, MN 55114","Saint Paul","Minnesota","","","","Other","Insurance","","","","","","","","","","","2011-03-11 00:00:00","","","",0,"",-93.192564,"",44.970161
"Erat Etiam Vestibulum Limited","001i0000008rFYNAA2","","","","","","","1235 Oakmead Pkwy, Sunnyvale, CA 94085-4040","Sunnyvale","California","","","1235 Oakmead Pkwy, Sunnyvale, CA 94085-4040","Sunnyvale","California","","","","Other","Entertainment","","","","","","","","","","","2014-03-16 00:00:00","","","",0,"",-121.992672,"",37.387643
"Erat LLC","001i0000008rFUcAAM","","","","","","","1055 Madera St, Eugene, OR 97402-2019","Eugene","Oregon","","","1055 Madera St, Eugene, OR 97402-2019","Eugene","Oregon","","","","Other","Manufacturing","","","","","","","","","","","2015-03-21 00:00:00","","","",0,"",-123.140739,"",44.073005
"Erat Semper Rutrum PC","001i0000008rGBhAAM","","","","","","","5135 South East Side Hwy, Elkton, VA 22827-3469","Elkton","Virginia","","","5135 South East Side Hwy, Elkton, VA 22827-3469","Elkton","Virginia","","","","Other","Healthcare","","","","","","","","","","","2012-05-29 00:00:00","","","",0,"",-78.676569,"",38.356888
"Erat Volutpat Corp.","001i0000008rEzdAAE","","","","","","","10082 San Pablo Ave, El Cerrito, CA 94530-3927","El Cerrito","California","","","10082 San Pablo Ave, El Cerrito, CA 94530-3927","El Cerrito","California","","","","Other","Telecommunications","","","","","","","","","","","2014-10-10 00:00:00","","","",0,"",-122.302939,"",37.902052
"Ericsson Power","001i0000008rF8yAAE","","","","","","","62970 18th St, Bend, OR 97701-9847","Bend","Oregon","","","62970 18th St, Bend, OR 97701-9847","Bend","Oregon","","","","Other","Construction","","","","","","","","","","","2015-01-12 00:00:00","","","",0,"",-121.280692,"",44.086384
"Eros Institute","001i0000008rG4cAAE","","","","","","","711 SW Ankeny St, Portland, OR 97205-3703","Portland","Oregon","","","711 SW Ankeny St, Portland, OR 97205-3703","Portland","Oregon","","","","Other","Manufacturing","","","","","","","","","","","2014-12-07 00:00:00","","","",0,"",-122.678146,"",45.522687
"Eros Proin Ultrices LLP","001i0000008rEiaAAE","","","","","","","50 E Washington St, Petaluma, CA 94952-3115","Petaluma","California","","","50 E Washington St, Petaluma, CA 94952-3115","Petaluma","California","","","","Other","Healthcare","","","","","","","","","","","2014-11-01 00:00:00","","","",0,"",-122.639391,"",38.236238
"Est Ac Facilisis Institute","001i0000008rG0uAAE","","","","","","","407 Aplets Wy, Cashmere, WA 98815","Cashmere","Washington","","","407 Aplets Wy, Cashmere, WA 98815","Cashmere","Washington","","","","Other","Insurance","","","","","","","","","","","2011-06-19 00:00:00","","","",0,"",-120.470492,"",47.524366
"Est Congue A Corp.","001i0000008rG0nAAE","","","","","","","820 Main St, Louisville, CO 80027-1865","Louisville","Colorado","","","820 Main St, Louisville, CO 80027-1865","Louisville","Colorado","","","","Other","Retail","","","","","","","","","","","2014-01-01 00:00:00","","","",0,"",-105.13192,"",39.978269
"Est Congue A LLP","001i0000008rEYBAA2","","","","","","","235 N Ashland Ave, Chicago, IL 60607-1401","Chicago","Illinois","","","235 N Ashland Ave, Chicago, IL 60607-1401","Chicago","Illinois","","","","Other","Telecommunications","","","","","","","","","","","2013-09-29 00:00:00","","","",0,"",-87.666875,"",41.885814
"Et Arcu LLC","001i0000008rFUuAAM","","","","","","","4358B Leary Way NW, Seattle, WA 98107-4554","Seattle","Washington","","","4358B Leary Way NW, Seattle, WA 98107-4554","Seattle","Washington","","","","Other","Other","","","","","","","","","","","2015-03-22 00:00:00","","","",0,"",-122.365436,"",47.660401
"Et Eros Proin Corporation","001i0000008rFMVAA2","","","","","","","610 Monroe St, La Porte, IN 46350-3322","La Porte","Indiana","","","610 Monroe St, La Porte, IN 46350-3322","La Porte","Indiana","","","","Other","Finance","","","","","","","","","","","2013-02-24 00:00:00","","","",0,"",-86.721056,"",41.611958
"Et Foundation","001i0000008rFd9AAE","","","","","","","381 Broadway, Saratoga Springs, NY 12866-3111","Saratoga Springs","New York","","","381 Broadway, Saratoga Springs, NY 12866-3111","Saratoga Springs","New York","","","","Other","Communications","","","","","","","","","","","2011-11-06 00:00:00","","","",0,"",-73.785769,"",43.080838
"Et Libero Proin PC","001i0000008rENLAA2","","","","","","","237 Ocean Ave, Laguna Beach, CA 92651-2106","Laguna Beach","California","","","237 Ocean Ave, Laguna Beach, CA 92651-2106","Laguna Beach","California","","","","Other","Technology","","","","","","","","","","","2014-08-31 00:00:00","","","",0,"",-117.783529,"",33.54281
"Et Malesuada Corporation","001i0000008rFobAAE","","","","","","","155 W Main St, Wardensville, WV 26851","Wardensville","West Virginia","","","155 W Main St, Wardensville, WV 26851","Wardensville","West Virginia","","","","Other","Insurance","","","","","","","","","","","2011-06-19 00:00:00","","","",0,"",-78.597468,"",39.075071
"Et Rutrum Incorporated","001i0000008rFQdAAM","","","","","","","5785 N Government Wy, Coeur D Alene, ID 83815-7329","Coeur D Alene","Idaho","","","5785 N Government Wy, Coeur D Alene, ID 83815-7329","Coeur D Alene","Idaho","","","","Other","Healthcare","","","","","","","","","","","2014-03-31 00:00:00","","","",0,"",-116.787076,"",47.724289
"Et Ultrices Foundation","001i0000008rEAxAAM","","","","","","","110 Wisconsin Dells Pkwy S, Wisconsin Dells, WI 53965-8304","Wisconsin Dells","Wisconsin","","","110 Wisconsin Dells Pkwy S, Wisconsin Dells, WI 53965-8304","Wisconsin Dells","Wisconsin","","","","Other","Manufacturing","","","","","","","","","","","2013-07-28 00:00:00","","","",0,"",-89.791734,"",43.588777
"Etiam Corporation","001i0000008rBS9AAM","","","","","","","967 Main St, Willimantic, CT 06226-2330","Willimantic","Connecticut","","","967 Main St, Willimantic, CT 06226-2330","Willimantic","Connecticut","","","","Other","Healthcare","","","","","","","","","","","2011-09-06 00:00:00","","","",0,"",-72.217162,"",41.713079
"Etiam Ligula Tortor Limited","001i0000008rAzsAAE","","","","","","","52288 Sunquist Rd, Milton Freewater, OR 97862-6856","Milton Freewater","Oregon","","","52288 Sunquist Rd, Milton Freewater, OR 97862-6856","Milton Freewater","Oregon","","","","Other","Utilities","","","","","","","","","","","2015-04-25 00:00:00","","","",0,"",-118.444365,"",45.987643
"Eu Elit Nulla Inc.","001i0000008rEimAAE","","","","","","","360 W Western Ave, Muskegon, MI 49440-1273","Muskegon","Michigan","","","360 W Western Ave, Muskegon, MI 49440-1273","Muskegon","Michigan","","","","Other","Technology","","","","","","","","","","","2013-05-01 00:00:00","","","",0,"",-86.252512,"",43.236055
"Eu LLP","001i0000008rFi5AAE","","","","","","","405 NE Olson Rd, Boardman, OR 97818-8100","Boardman","Oregon","","","405 NE Olson Rd, Boardman, OR 97818-8100","Boardman","Oregon","","","","Other","Retail","","","","","","","","","","","2015-04-17 00:00:00","","","",0,"",-119.685404,"",45.84253
"Eu Ligula Foundation","001i0000008rFIbAAM","","","","","","","104 N Lewis St, Monroe, WA 98272-1502","Monroe","Washington","","","104 N Lewis St, Monroe, WA 98272-1502","Monroe","Washington","","","","Other","Manufacturing","","","","","","","","","","","2015-02-15 00:00:00","","","",0,"",-121.970776,"",47.856331
"Eu Sem LLC","001i0000008rFvdAAE","","","","","","","1075 Country Ln Ste 100, Ishpeming, MI 49849-3402","Ishpeming","Michigan","","","1075 Country Ln Ste 100, Ishpeming, MI 49849-3402","Ishpeming","Michigan","","","","Other","Shipping","","","","","","","","","","","2013-05-20 00:00:00","","","",0,"",-87.680293,"",46.501686
"Eu Sem Pellentesque PC","001i0000008rFqnAAE","","","","","","","130 W Gurley St Ste A, Prescott, AZ 86301-3603","Prescott","Arizona","","","130 W Gurley St Ste A, Prescott, AZ 86301-3603","Prescott","Arizona","","","","Other","Technology","","","","","","","","","","","2014-05-05 00:00:00","","","",0,"",-112.46967,"",34.542198
"Euismod Ac Fermentum Ltd","001i0000008rG4CAAU","","","","","","","3378 White Mountain Hwy (Rt 16), North Conway, NH 03860-1518","North Conway","New Hampshire","","","3378 White Mountain Hwy (Rt 16), North Conway, NH 03860-1518","North Conway","New Hampshire","","","","Other","Transportation","","","","","","","","","","","2011-07-30 00:00:00","","","",0,"",-71.145436,"",43.967258
"Euismod Corporation","001i0000008rEdSAAU","","","","","","","444 Harrison St, Oakland, CA 94607-4118","Oakland","California","","","444 Harrison St, Oakland, CA 94607-4118","Oakland","California","","","","Other","Technology","","","","","","","","","","","2014-10-14 00:00:00","","","",0,"",-122.271254,"",37.796427
"Euismod Est Arcu Corporation","001i0000008rFXIAA2","","","","","","","7752 Highway 42, Tenmile, OR 97481-9755","Tenmile","Oregon","","","7752 Highway 42, Tenmile, OR 97481-9755","Tenmile","Oregon","","","","Other","Retail","","","","","","","","","","","2015-03-27 00:00:00","","","",0,"",-123.536629,"",43.105412
"Euismod Et Foundation","001i0000008rFXkAAM","","","","","","","545 Rossanley Dr Ste 106, Medford, OR 97501-1771","Medford","Oregon","","","545 Rossanley Dr Ste 106, Medford, OR 97501-1771","Medford","Oregon","","","","Other","Finance","","","","","","","","","","","2015-03-28 00:00:00","","","",0,"",-122.894624,"",42.34017
"Euismod In Dolor Corp.","001i0000008rFejAAE","","","","","","","2141 SW 1st St, Redmond, OR 97756-7131","Redmond","Oregon","","","2141 SW 1st St, Redmond, OR 97756-7131","Redmond","Oregon","","","","Other","Healthcare","","","","","","","","","","","2015-04-07 00:00:00","","","",0,"",-121.169394,"",44.256106
"Euismod LLC","001i0000008rFPCAA2","","","","","","","721 N Arizona Ave Ste 103, Gilbert, AZ 85233-3405","Gilbert","Arizona","","","721 N Arizona Ave Ste 103, Gilbert, AZ 85233-3405","Gilbert","Arizona","","","","Other","Manufacturing","","","","","","","","","","","2014-04-23 00:00:00","","","",0,"",-111.841114,"",33.363016
"Euismod Urna Incorporated","001i0000008rDJkAAM","","","","","","","167 Front St, Marietta, OH 45750-3125","Marietta","Ohio","","","167 Front St, Marietta, OH 45750-3125","Marietta","Ohio","","","","Other","Manufacturing","","","","","","","","","","","2013-01-07 00:00:00","","","",0,"",-81.453636,"",39.411856
"Facilisis Facilisis Associates","001i0000008rCDGAA2","","","","","","","21290 Center Ridge Rd, Rocky River, OH 44116-3204","Rocky River","Ohio","","","21290 Center Ridge Rd, Rocky River, OH 44116-3204","Rocky River","Ohio","","","","Other","Utilities","","","","","","","","","","","2012-12-29 00:00:00","","","",0,"",-81.856121,"",41.460948
"Facilisis LLC","001i0000008rErHAAU","","","","","","","636 Massachusetts St, Lawrence, KS 66044-2236","Lawrence","Kansas","","","636 Massachusetts St, Lawrence, KS 66044-2236","Lawrence","Kansas","","","","Other","Telecommunications","","","","","","","","","","","2013-11-30 00:00:00","","","",0,"",-95.235525,"",38.971748
"Facilisis Non LLP","001i0000008rFxgAAE","","","","","","","309 Court Ave Ste 100, Des Moines, IA 50309-2230","Des Moines","Iowa","","","309 Court Ave Ste 100, Des Moines, IA 50309-2230","Des Moines","Iowa","","","","Other","Manufacturing","","","","","","","","","","","2013-06-03 00:00:00","","","",0,"",-93.620881,"",41.585643
"Facilisis PC","001i0000008rG7CAAU","","","","","","","158 Cypress St, Abilene, TX 79601-5817","Abilene","Texas","","","158 Cypress St, Abilene, TX 79601-5817","Abilene","Texas","","","","Other","Other","","","","","","","","","","","2014-01-04 00:00:00","","","",0,"",-99.734664,"",32.45014
"Faucibus Orci Inc.","001i0000008rFyoAAE","","","","","","","2323 N Milwaukee Ave, Chicago, IL 60647-2924","Chicago","Illinois","","","2323 N Milwaukee Ave, Chicago, IL 60647-2924","Chicago","Illinois","","","","Other","Healthcare","","","","","","","","","","","2013-10-09 00:00:00","","","",0,"",-87.698026,"",41.923688
"Felis Associates","001i0000008rFmFAAU","","","","","","","18 E 21st St, Kearney, NE 68847-5402","Kearney","Nebraska","","","18 E 21st St, Kearney, NE 68847-5402","Kearney","Nebraska","","","","Other","Healthcare","","","","","","","","","","","2013-12-24 00:00:00","","","",0,"",-99.080882,"",40.696755
"Felis Company","001i0000008rEJSAA2","","","","","","","426 Saint Peter St, Saint Paul, MN 55102-1105","Saint Paul","Minnesota","","","426 Saint Peter St, Saint Paul, MN 55102-1105","Saint Paul","Minnesota","","","","Other","Other","","","","","","","","","","","2013-08-28 00:00:00","","","",0,"",-93.096815,"",44.946733
"Felis Donec Tempor Associates","001i0000008rEPbAAM","","","","","","","26200 US Highway 19 N, Clearwater, FL 33761-3580","Clearwater","Florida","","","26200 US Highway 19 N, Clearwater, FL 33761-3580","Clearwater","Florida","","","","Other","Education","","","","","","","","","","","2012-09-25 00:00:00","","","",0,"",-82.732098,"",28.009971
"Felis Ullamcorper Foundation","001i0000008rF9yAAE","","","","","","","1634 18th St, Denver, CO 80202-1212","Denver","Colorado","","","1634 18th St, Denver, CO 80202-1212","Denver","Colorado","","","","Other","Environmental","","","","","","","","","","","2014-01-18 00:00:00","","","",0,"",-104.998427,"",39.753394
"Fermentum Arcu Consulting","001i0000008rFZ6AAM","","","","","","","16110 Jones Rd, White City, OR 97503-8548","White City","Oregon","","","16110 Jones Rd, White City, OR 97503-8548","White City","Oregon","","","","Other","Chemicals","","","","","","","","","","","2015-03-30 00:00:00","","","",0,"",-122.903001,"",42.551907
"Fermentum Convallis Ligula Inc.","001i0000008rFeHAAU","","","","","","","846 E Main St, Montrose, CO 81401-3938","Montrose","Colorado","","","846 E Main St, Montrose, CO 81401-3938","Montrose","Colorado","","","","Other","Telecommunications","","","","","","","","","","","2014-03-18 00:00:00","","","",0,"",-107.871374,"",38.482718
"Fermentum Fermentum Arcu PC","001i0000008rFvzAAE","","","","","","","905 36th Pl SE Ste C, Rio Rancho, NM 87124-4850","Rio Rancho","New Mexico","","","905 36th Pl SE Ste C, Rio Rancho, NM 87124-4850","Rio Rancho","New Mexico","","","","Other","Technology","","","","","","","","","","","2014-05-21 00:00:00","","","",0,"",-106.664833,"",35.242497
"Fermentum Metus Consulting","001i0000008rE3QAAU","","","","","","","2011 S 1st St, Milwaukee, WI 53207-1101","Milwaukee","Wisconsin","","","2011 S 1st St, Milwaukee, WI 53207-1101","Milwaukee","Wisconsin","","","","Other","Technology","","","","","","","","","","","2013-06-22 00:00:00","","","",0,"",-87.9115,"",43.007708
"Fermentum PC","001i0000008rECaAAM","","","","","","","1157 Columbia St, San Diego, CA 92101-3511","San Diego","California","","","1157 Columbia St, San Diego, CA 92101-3511","San Diego","California","","","","Other","Technology","","","","","","","","","","","2014-07-22 00:00:00","","","",0,"",-117.167106,"",32.71745
"Feugiat Non Lobortis Industries","001i0000008rFX9AAM","","","","","","","846 Victorian Ave, Sparks, NV 89431-5275","Sparks","Nevada","","","846 Victorian Ave, Sparks, NV 89431-5275","Sparks","Nevada","","","","Other","Healthcare","","","","","","","","","","","2014-06-21 00:00:00","","","",0,"",-119.754079,"",39.535161
"Feugiat Placerat Velit Ltd","001i0000008rGBUAA2","","","","","","","3201 1st Ave S Ste 104, Seattle, WA 98134-1848","Seattle","Washington","","","3201 1st Ave S Ste 104, Seattle, WA 98134-1848","Seattle","Washington","","","","Other","Government","","","","","","","","","","","2015-06-28 00:00:00","","","",0,"",-122.334777,"",47.575296
"Feugiat Sed Nec Institute","001i0000008rEiAAAU","","","","","","","112 Canal St, Boston, MA 02114-1805","Boston","Massachusetts","","","112 Canal St, Boston, MA 02114-1805","Boston","Massachusetts","","","","Other","Insurance","","","","","","","","","","","2011-06-30 00:00:00","","","",0,"",-71.060438,"",42.364407
"Finch Lab","001i0000008rF9BAAU","","","","","","","546 NW 7th St, Redmond, OR 97756-1628","Redmond","Oregon","","","546 NW 7th St, Redmond, OR 97756-1628","Redmond","Oregon","","","","Other","Manufacturing","","","","","","","","","","","2015-01-13 00:00:00","","","",0,"",-121.1751,"",44.28081
"Finite Infotech","001i0000008rF9QAAU","","","","","","","721 Desperado Ct, Sisters, OR 97759-9514","Sisters","Oregon","","","721 Desperado Ct, Sisters, OR 97759-9514","Sisters","Oregon","","","","Other","Retail","","","","","","","","","","","2015-01-16 00:00:00","","","",0,"",-121.534888,"",44.285291
"Foo Bars","001i0000008rFgJAAU","","","","","","","725 Manitou Ave Ste 3, Manitou Springs, CO 80829","Manitou Springs","Colorado","","","725 Manitou Ave Ste 3, Manitou Springs, CO 80829","Manitou Springs","Colorado","","","","Other","Chemicals","","","","","","","","","","","2011-02-06 00:00:00","","","",0,"",-104.915668,"",38.857144
"Fringilla Industries","001i0000008rFm7AAE","","","","","","","140 Laurens St SW, Aiken, SC 29801-3848","Aiken","South Carolina","","","140 Laurens St SW, Aiken, SC 29801-3848","Aiken","South Carolina","","","","Other","Manufacturing","","","","","","","","","","","2012-06-29 00:00:00","","","",0,"",-81.722676,"",33.560276
"Fringilla Porttitor Vulputate Company","001i0000008rBnxAAE","","","","","","","2828 NE Gilsan St, Portland, OR 97232","Portland","Oregon","","","2828 NE Gilsan St, Portland, OR 97232","Portland","Oregon","","","","Other","Entertainment","","","","","","","","","","","2011-06-07 00:00:00","","","",0,"",-122.636424,"",45.526222
"Fusce Aliquam Enim Limited","001i0000008rCqiAAE","","","","","","","41 Center St, Rutland, VT 05701-4016","Rutland","Vermont","","","41 Center St, Rutland, VT 05701-4016","Rutland","Vermont","","","","Other","Insurance","","","","","","","","","","","2011-08-28 00:00:00","","","",0,"",-72.97756,"",43.606701
"Fusce Aliquet Company","001i0000008rDpLAAU","","","","","","","221 Garland St Ste A, Traverse City, MI 49684-2271","Traverse City","Michigan","","","221 Garland St Ste A, Traverse City, MI 49684-2271","Traverse City","Michigan","","","","Other","Telecommunications","","","","","","","","","","","2013-05-15 00:00:00","","","",0,"",-85.624934,"",44.765361
"Fusce Foundation","001i0000008rFyuAAE","","","","","","","615 S 1st Ave, Pocatello, ID 83201-6557","Pocatello","Idaho","","","615 S 1st Ave, Pocatello, ID 83201-6557","Pocatello","Idaho","","","","Other","Healthcare","","","","","","","","","","","2014-03-31 00:00:00","","","",0,"",-112.443284,"",42.859824
"Fusce Mollis Duis Inc.","001i0000008rG1wAAE","","","","","","","2030 S Cherokee St, RinDenver, CO 80223-3917","RinDenver","Colorado","","","2030 S Cherokee St, RinDenver, CO 80223-3917","RinDenver","Colorado","","","","Other","Technology","","","","","","","","","","","2014-01-28 00:00:00","","","",0,"",-104.990804,"",39.679748
"Gadgetron","001i0000008rFxXAAU","","","","","","","1 Main St, Brockport, NY 14420","Brockport","New York","","","1 Main St, Brockport, NY 14420","Brockport","New York","","","","Other","Construction","","","","","","","","","","","2011-04-26 00:00:00","","","",0,"",-77.937955,"",43.216377
"General Products","001i0000008rFL4AAM","","","","","","","21182 Salmon Run Mall Loop W, Watertown, NY 13601-2244","Watertown","New York","","","21182 Salmon Run Mall Loop W, Watertown, NY 13601-2244","Watertown","New York","","","","Other","Engineering","","","","","","","","","","","2011-11-14 00:00:00","","","",0,"",-75.953714,"",43.97665
"General Services Corporation","001i0000008rF20AAE","","","","","","","100 E 6th St, Medford, OR 97501-5902","Medford","Oregon","","","100 E 6th St, Medford, OR 97501-5902","Medford","Oregon","","","","Other","Transportation","","","","","","","","","","","2014-12-28 00:00:00","","","",0,"",-122.873642,"",42.326815
"Gizmonic Institute","001i0000008rFmTAAU","","","","","","","346 Main St, Springfield, OR 97477-5362","Springfield","Oregon","","","346 Main St, Springfield, OR 97477-5362","Springfield","Oregon","","","","Other","Finance","","","","","","","","","","","2014-12-28 00:00:00","","","",0,"",-123.020989,"",44.046382
"Global Phone Networks(GPN)","001i0000008rG6VAAU","","","","","","","110 N Magnolia Ave, El Cajon, CA 92020","El Cajon","California","","","110 N Magnolia Ave, El Cajon, CA 92020","El Cajon","California","","","","Other","Technology","","","","","","","","","","","2011-01-15 00:00:00","","","",0,"",-116.962457,"",32.79574
